,TimeStamp,AI0_Vibration,AI1_Vibration,AI2_Current,Equipment_state
157,00:37.3,0.029267,-0.051176,91.815959,0
158,00:37.4,0.078846,0.076923,106.75336,0
159,00:37.5,0.043174,0.100686,110.48616,0
160,00:37.6,0.040472,-0.025018,104.99324,0
161,00:37.7,0.039791,0.026583,86.765657,0
162,00:39.8,-0.076753,-0.194915,106.0542,0
163,00:39.9,-0.141375,-0.007507,166.24119,0
164,00:40.0,0.081784,0.24843,212.78777,0
165,00:40.1,0.050404,0.048294,215.503,0
166,00:40.2,-0.045315,-0.148867,183.6324,0
167,00:40.3,0.005593,-0.145767,133.68632,0
168,00:40.4,-0.080715,-0.088444,65.312632,0
169,00:40.5,-0.068442,0.122295,-5.402089,0
170,00:40.6,0.009986,0.122942,-81.152091,0
171,00:40.7,0.002039,-0.096153,-146.07038,0
172,00:40.8,-0.004534,-0.161503,-199.79277,0
173,00:40.9,-0.019964,-0.119303,-219.97478,0
174,00:41.0,0.003277,0.084886,-196.0887,0
175,00:41.1,-0.058213,0.256468,-153.69179,0
176,00:41.2,-0.120031,0.112951,-88.492166,0
177,00:41.3,-0.059848,-0.100967,-16.83736,0
178,00:41.4,-0.092045,-0.200501,58.932669,0
179,00:41.5,-0.01943,-0.087786,128.97588,0
180,00:41.6,0.080399,0.174747,186.20195,0
181,00:41.7,0.04072,0.207399,221.73229,0
182,00:41.8,0.028276,-0.015818,209.16178,0
183,00:41.9,-0.028501,-0.158653,171.91114,0
184,00:42.0,-0.085915,-0.148628,112.88167,0
185,00:42.1,-0.100015,-0.034539,41.083222,0
186,00:42.2,0.034044,0.183886,-32.931093,0
187,00:42.3,0.161076,0.162678,-107.86964,0
188,00:42.4,0.066492,-0.108608,-168.67354,0
189,00:42.5,0.044364,-0.157472,-215.18924,0
190,00:42.6,-0.010427,-0.075184,-217.23523,0
191,00:42.7,-0.112731,0.064359,-185.16185,0
192,00:42.8,0.019137,0.232126,-135.09466,0
193,00:42.9,0.097668,0.093844,-64.650305,0
194,00:43.0,0.061928,-0.165533,8.463622,0
195,00:43.1,0.081319,-0.18346,86.401592,0
196,00:43.2,0.028208,-0.006315,152.24924,0
197,00:43.3,0.010157,0.150599,205.6159,0
198,00:43.4,0.073928,0.178664,225.64509,0
199,00:43.5,0.049916,0.042447,199.99089,0
200,00:43.6,-0.034098,-0.18044,155.90288,0
201,00:43.7,-0.09401,-0.156212,88.855039,0
202,00:43.8,-0.04594,0.103948,17.09974,0
203,00:43.9,0.096101,0.229947,-60.431964,0
204,00:44.0,0.105183,0.14096,-131.52661,0
205,00:44.1,0.025801,-0.098106,-185.83622,0
206,00:44.2,0.007579,-0.226523,-224.33772,0
207,00:44.3,-0.105283,-0.072697,-209.34763,0
208,00:44.4,-0.066069,0.133523,-169.31166,0
209,00:44.5,0.117876,0.183319,-112.43571,0
210,00:44.6,0.044671,0.014848,-41.322236,0
211,00:44.7,0.04173,-0.153658,34.230117,0
212,00:47.7,0.046297,0.031706,103.39536,0
213,00:47.8,0.029699,-0.063718,107.96489,0
214,00:47.9,0.072239,-0.037356,109.04898,0
215,00:48.0,0.030766,0.029605,92.585932,0
216,00:48.1,0.066733,0.038313,70.37414,0
217,00:48.2,0.037248,-0.026888,31.225447,0
218,00:48.3,-0.01962,-0.002626,-8.228899,0
219,00:48.4,0.021785,0.016947,-59.720523,0
220,00:48.5,0.021331,-0.033927,-98.920357,0
221,00:48.6,0.091699,0.030832,-104.97631,0
222,00:48.7,0.092607,0.05372,-109.8323,0
223,00:48.8,0.082264,-0.004,-97.852599,0
224,00:48.9,0.064405,-0.018805,-78.252563,0
225,00:49.0,0.022818,0.008068,-43.872838,0
226,00:49.1,0.088758,0.133919,-3.3561,0
227,00:49.2,0.011272,0.114846,42.479997,0
228,00:49.3,0.0501,0.012871,92.767369,0
229,00:49.4,0.08206,0.033897,105.85786,0
230,00:49.5,-0.024332,0.019195,110.42143,0
231,00:49.6,0.118106,0.061837,104.54358,0
232,00:49.7,0.030289,0.042821,85.948954,0
233,00:49.8,-0.000864,-0.048743,57.985313,0
234,00:49.9,0.16201,-0.001048,16.747119,0
235,00:50.0,-0.036979,0.002165,-23.800734,0
236,00:50.1,0.039519,0.02377,-77.726612,0
237,00:50.2,0.073284,0.056672,-103.15336,0
238,00:50.3,-0.13372,-0.001366,-107.1663,0
239,00:50.4,0.083581,0.03996,-107.85593,0
240,00:50.5,0.021002,0.025938,-91.421377,0
241,00:50.6,-0.07742,-0.039808,-68.98094,0
242,00:50.7,0.100554,0.026143,-29.183868,0
243,00:50.8,-0.066816,0.021511,9.825231,0
244,00:50.9,-0.012604,-0.033428,61.037071,0
245,00:51.0,0.079812,-0.009155,100.79147,0
246,00:51.1,-0.109356,0.021738,106.59982,0
247,00:51.2,-0.043178,0.028663,110.97993,0
248,00:51.3,-0.034073,-0.013639,98.869455,0
249,00:51.4,-0.101818,-0.021825,79.160461,0
250,00:51.5,0.008831,0.045682,44.880396,0
251,00:51.6,-0.031757,0.00817,4.577876,0
252,00:51.7,-0.153169,-0.090308,-40.971403,0
253,00:51.8,-0.08816,-0.052683,-90.804588,0
254,00:51.9,-0.066725,0.024076,-104.02466,0
255,00:52.0,-0.102839,-0.041239,-109.08784,0
256,00:52.1,-0.019734,-0.101502,-103.71305,0
257,00:52.2,-0.067349,-0.043487,-85.551868,0
258,00:52.3,-0.119483,-0.023153,-57.730205,0
259,00:52.4,-0.04034,-0.085903,-16.292455,0
260,00:52.5,-0.160015,-0.131929,24.949434,0
261,00:52.6,-0.118723,-0.026525,79.118023,0
262,00:55.5,0.092019,0.212864,-192.63008,0
263,00:55.6,0.036263,-0.125111,-122.90789,0
264,00:55.7,-0.035002,-0.26252,-40.215974,0
265,00:55.8,-0.03037,-0.024896,47.92977,0
266,00:55.9,0.047979,0.182108,133.7886,0
267,00:56.0,0.061547,0.20327,203.00701,0
268,00:56.1,0.048922,0.029463,249.48242,0
269,00:56.2,0.026408,-0.208762,248.02247,0
270,00:56.3,-0.108991,-0.199521,212.31105,0
271,00:56.4,-0.069425,0.055746,150.88012,0
272,00:56.5,0.083084,0.277589,68.905958,0
273,00:56.6,0.010956,0.182278,-17.716887,0
274,00:56.7,-0.01183,-0.108865,-106.88723,0
275,00:56.8,0.001306,-0.235919,-181.90529,0
276,00:56.9,-0.162646,-0.164337,-237.99017,0
277,00:57.0,-0.009684,0.092463,-252.39661,0
278,00:57.1,0.182289,0.283731,-225.31119,0
279,00:57.2,0.02424,0.045926,-173.45359,0
280,00:57.3,-0.001771,-0.18584,-96.145045,0
281,00:57.4,-0.104086,-0.152234,-11.591197,0
282,00:57.5,-0.216983,-0.069128,78.177819,0
283,00:57.6,-0.025578,0.177885,159.20414,0
284,00:57.7,0.126544,0.22969,223.72952,0
285,00:57.8,0.129587,-0.117334,256.31002,0
286,00:57.9,0.021799,-0.24784,240.13749,0
287,00:58.0,-0.070696,-0.111465,196.04208,0
288,00:58.1,-0.098046,0.052068,124.80582,0
289,00:58.2,-0.089304,0.242314,40.569906,0
290,00:58.3,-0.005506,0.135185,-48.274523,0
291,00:58.4,0.025863,-0.194832,-134.94219,0
292,00:58.5,-0.030199,-0.241153,-205.18103,0
293,00:58.6,-0.013237,-0.06629,-250.76154,0
294,00:58.7,0.056824,0.12751,-248.16409,0
295,00:58.8,0.0203,0.232653,-212.45697,0
296,00:58.9,0.005575,0.02633,-150.06341,0
297,00:59.0,-0.058514,-0.25816,-67.525395,0
298,00:59.1,-0.192608,-0.242152,19.030812,0
299,00:59.2,-0.060842,0.042145,108.3243,0
300,00:59.3,0.135377,0.26048,184.23607,0
301,00:59.4,0.093381,0.124093,241.78532,0
302,00:59.5,0.025182,-0.126565,256.20547,0
303,01:03.6,-0.027683,0.158762,161.4808,0
304,01:03.7,-0.073812,-0.074025,191.53538,0
305,01:03.8,0.044342,-0.090964,176.42882,0
306,01:03.9,0.016708,-0.08061,147.22587,0
307,01:04.0,-0.003807,-0.029509,96.444976,0
308,01:04.1,0.040652,0.180572,39.09338,0
309,01:04.2,-0.06356,0.062714,-24.922851,0
310,01:04.3,-0.016546,-0.103896,-86.064826,0
311,01:04.4,-0.000583,-0.085447,-138.15333,0
312,01:04.5,-0.11256,-0.090181,-182.27472,0
313,01:04.6,0.040516,0.097875,-179.89602,0
314,01:04.7,0.029083,0.169718,-156.23905,0
315,01:04.8,-0.099731,-0.048072,-114.94006,0
316,01:04.9,0.076676,-0.077499,-59.036024,0
317,01:05.0,-0.035846,-0.100104,0.177503,0
318,01:05.1,-0.13739,-0.076432,64.599522,0
319,01:05.2,0.085384,0.162373,115.78716,0
320,01:05.3,-0.033076,0.06579,167.43912,0
321,01:05.4,-0.027956,-0.102068,183.00726,0
322,01:05.5,0.128401,-0.022674,163.77093,0
323,01:05.6,-0.096121,-0.093087,132.11431,0
324,01:05.7,-0.092215,0.021058,79.860697,0
325,01:05.8,0.041061,0.199657,25.428417,0
326,01:05.9,-0.047404,-0.013069,-39.742951,0
327,01:06.0,0.066004,-0.108391,-93.607794,0
328,01:06.1,0.082137,-0.077953,-145.53489,0
329,01:11.6,-0.01627,0.033408,36.3344,0
330,01:11.7,-0.0281,-0.015355,-3.555417,0
331,01:11.8,0.065326,0.081318,-53.566939,0
332,01:11.9,-0.048207,0.059566,-98.017943,0
333,01:12.0,0.049919,0.002595,-105.30104,0
334,01:12.1,0.064077,0.056761,-110.43157,0
335,01:12.2,-0.069631,-0.043851,-100.84022,0
336,01:12.3,0.037783,-0.039968,-82.439075,0
337,01:12.4,0.006595,0.129218,-50.327784,0
338,01:12.5,0.008514,0.071668,-8.859516,0
339,01:12.6,0.108298,-0.007419,34.874682,0
340,01:12.7,0.047092,0.037972,88.683735,0
341,01:12.8,0.038157,-0.023302,105.77585,0
342,01:21.2,-0.047176,-0.071369,233.89557,0
343,01:21.3,0.015153,0.147409,197.39439,0
344,01:21.4,-0.056372,0.142232,152.39598,0
345,01:21.5,-0.016079,-0.057393,85.951577,0
346,01:21.6,0.029992,-0.111877,13.532998,0
347,01:21.7,-0.095291,-0.130803,-69.730886,0
348,01:21.8,-0.012287,0.027507,-140.18358,0
349,01:21.9,0.078607,0.210726,-188.84542,0
350,01:22.0,-0.042169,0.051644,-230.71566,0
351,01:22.1,0.026813,-0.089091,-209.90851,0
352,01:22.2,0.042095,-0.101602,-166.97349,0
353,01:22.3,-0.164773,-0.134186,-109.05351,0
354,01:22.4,-0.010709,0.091278,-37.054424,0
355,01:22.5,0.117753,0.216096,39.46269,0
356,01:22.6,-0.028784,-0.043269,119.01809,0
357,01:22.7,0.05472,-0.11031,169.68276,0
358,01:22.8,0.003233,-0.09395,220.01138,0
359,01:22.9,-0.11332,-0.054032,222.30473,0
360,01:23.0,0.062065,0.208353,182.11987,0
361,01:23.1,0.073078,0.148862,133.19518,0
362,01:23.2,-0.010891,-0.105917,62.873967,0
363,01:23.3,0.004799,-0.112456,-9.006025,0
364,01:23.4,-0.04201,-0.084414,-92.034351,0
365,01:23.5,-0.003489,0.036692,-150.57577,0
366,01:23.6,0.039994,0.174112,-201.11933,0
367,01:23.7,0.088575,0.047602,-225.2163,0
368,01:23.8,0.109454,-0.076296,-192.57011,0
369,01:23.9,-0.077432,-0.122583,-150.48243,0
370,01:24.0,-0.077058,-0.058857,-86.144577,0
371,01:24.1,0.018968,0.16084,-16.723873,0
372,01:24.2,-0.003829,0.160454,62.582262,0
373,01:24.3,0.082047,-0.026682,130.86523,0
374,01:24.4,0.074156,-0.138217,180.06816,0
375,01:24.5,-0.078023,-0.157812,222.43467,0
376,01:24.6,-0.0306,0.007571,204.99303,0
377,01:24.7,0.084522,0.222806,165.86234,0
378,01:24.8,-0.034767,0.085295,111.13132,0
379,01:24.9,-0.038797,-0.101432,42.462235,0
380,01:25.0,0.033307,-0.100274,-30.957226,0
381,01:25.1,-0.131065,-0.118019,-108.53936,0
382,01:25.2,-0.005941,0.100418,-158.64148,0
383,01:25.3,0.181888,0.207604,-208.85303,0
384,01:25.4,-0.016409,-0.07247,-212.85274,0
385,01:25.5,-0.00249,-0.140907,-176.06761,0
386,01:25.6,-0.019962,-0.085106,-131.09769,0
387,01:25.7,-0.184255,-0.026818,-63.723929,0
388,01:25.8,0.001359,0.205322,4.550577,0
389,01:25.9,0.058954,0.129516,84.928284,0
390,01:26.0,0.0189,-0.11828,141.39046,0
391,01:26.1,0.043548,-0.13791,191.56995,0
392,01:27.9,-0.106267,-0.064464,-98.774445,0
393,01:28.0,-0.073036,-0.008628,-78.684101,0
394,01:28.1,-0.023252,0.02978,-44.205194,0
395,01:28.2,-0.005076,0.010161,-3.250003,0
396,01:28.3,-0.025444,-0.111375,41.055565,0
397,01:28.4,-0.017167,-0.053576,92.387687,0
398,01:28.5,-0.015044,0.105835,107.01062,0
399,01:28.6,-0.020562,0.012773,111.26949,0
400,01:28.7,-0.013103,-0.045004,106.29488,0
401,01:28.8,-0.039419,0.001987,87.759386,0
402,01:28.9,-0.008573,-0.04648,60.136564,0
403,01:29.0,0.038612,-0.039078,18.228175,0
404,01:29.1,-0.003668,0.016145,-22.122267,0
405,01:29.2,0.024329,0.037364,-76.167831,0
406,01:29.3,0.016927,0.02626,-104.02824,0
407,01:29.4,-0.08632,-0.045912,-108.1822,0
408,01:29.5,-0.024354,-0.024784,-109.3321,0
409,01:29.6,0.031516,0.102645,-92.924368,0
410,01:29.7,0.070446,0.061558,-70.505031,0
411,01:29.8,0.105426,-0.010683,-31.300906,0
412,01:29.9,0.023693,-0.016734,7.703186,0
413,01:30.0,0.025646,-0.091587,58.394081,0
414,01:30.1,0.025839,-0.011637,100.38651,0
415,01:30.2,0.014792,0.073865,107.60678,0
416,01:30.3,0.083775,-0.035365,112.1384,0
417,01:30.4,0.058695,0.003577,100.92021,0
418,01:30.5,0.021014,0.067734,81.593881,0
419,01:30.6,0.031902,-0.017007,48.030621,0
420,01:30.7,-0.035196,0.022775,7.442356,0
421,01:30.8,0.001838,0.037716,-37.772064,0
422,01:30.9,0.100521,-0.009854,-89.03874,0
423,01:31.0,0.074125,0.049955,-104.59377,0
424,01:31.1,0.052644,-0.00344,-110.03257,0
425,01:31.2,-0.00679,-0.031494,-105.6415,0
426,01:31.3,-0.052305,0.077838,-87.689529,0
427,01:31.4,0.000238,0.045504,-60.665853,0
428,01:31.5,0.012953,0.008572,-19.644263,0
429,01:31.6,-0.000251,0.005302,20.891192,0
430,01:31.7,-0.006359,-0.080256,75.19401,0
431,01:31.8,-0.016781,-0.034866,103.84108,0
432,01:31.9,-0.014045,0.050477,108.91045,0
433,01:32.0,-0.00922,0.044982,110.61264,0
434,01:32.1,-0.028475,0.048433,95.317137,0
435,01:32.2,-0.057346,-0.040667,73.770174,0
436,01:32.3,-0.061661,-0.036614,35.063748,0
437,01:32.4,-0.026999,0.063624,-4.157305,0
438,01:32.5,0.011318,-0.044016,-54.889566,0
439,01:32.6,0.026872,-0.055619,-97.15296,0
440,01:32.7,0.000828,0.008549,-105.39855,0
441,01:32.8,-0.077237,-0.054268,-110.86966,0
442,01:35.6,-0.162992,-0.057036,30.009512,0
443,01:35.7,0.03586,0.161401,93.590628,0
444,01:35.8,0.078344,0.09956,147.38824,0
445,01:35.9,-0.066898,-0.23753,190.99095,0
446,01:36.0,0.086394,-0.183852,188.40637,0
447,01:36.1,-0.005534,-0.065767,159.58585,0
448,01:36.2,-0.074346,0.033586,113.5434,0
449,01:36.3,-0.000345,0.250263,51.90838,0
450,01:36.4,-0.095315,0.043009,-10.627867,0
451,01:36.5,-0.038401,-0.143934,-77.934394,0
452,01:36.6,-0.019226,-0.106684,-133.86275,0
453,01:36.7,-0.029398,-0.044388,-183.43355,0
454,01:36.8,0.055286,0.153896,-196.01014,0
455,01:36.9,-0.019305,0.145779,-171.02875,0
456,01:37.0,-0.024732,-0.085964,-131.93061,0
457,01:37.1,0.061246,-0.131888,-71.944484,0
458,01:37.2,-0.001798,-0.038734,-9.508492,0
459,01:37.3,0.033499,0.124685,58.990724,0
460,01:37.4,0.081739,0.246006,119.69198,0
461,01:37.5,-0.10165,0.041658,173.2259,0
462,01:37.6,0.018808,-0.11773,202.86968,0
463,01:37.7,0.136689,-0.04818,184.87015,0
464,01:37.8,-0.052525,-0.070796,150.12326,0
465,01:37.9,0.065958,0.114591,94.747197,0
466,01:38.0,0.108521,0.226705,31.128649,0
467,01:38.1,-0.024266,-0.050564,-36.015753,0
468,01:38.2,0.084634,-0.094695,-101.59827,0
469,01:38.3,0.030944,-0.046523,-156.03008,0
470,01:38.4,-0.073903,-0.016448,-198.20073,0
471,01:38.5,0.073485,0.205497,-193.29836,0
472,01:38.6,0.113403,0.172141,-162.5525,0
473,01:38.7,0.050075,-0.068911,-114.81072,0
474,01:38.8,0.045193,-0.134715,-51.766998,0
475,01:38.9,-0.011131,-0.056014,12.174846,0
476,01:39.0,-0.043465,0.074628,80.603728,0
477,01:39.1,0.017616,0.148072,137.99371,0
478,01:39.2,0.051721,0.061322,189.10684,0
479,01:39.3,0.110474,-0.098498,202.11031,0
480,01:39.4,0.035872,-0.111702,176.281,0
481,01:39.5,-0.074051,0.006225,135.71502,0
482,01:43.8,0.180397,0.244892,-80.388079,0
483,01:43.9,0.089083,-0.125009,-159.07003,0
484,01:44.0,0.050345,-0.191584,-214.59284,0
485,01:44.1,-0.011053,-0.088485,-250.33203,0
486,01:44.2,-0.106773,0.051864,-225.12188,0
487,01:44.3,-0.013131,0.277204,-178.50532,0
488,01:44.4,0.037119,0.13925,-114.7839,0
489,01:44.5,0.00139,-0.1814,-36.20017,0
490,01:44.6,-0.02059,-0.200871,47.888762,0
491,01:44.7,-0.020567,-0.018662,135.0105,0
492,01:44.8,0.01406,0.160674,194.07382,0
493,01:44.9,-0.003299,0.180462,243.47356,0
494,01:45.0,0.029943,0.01668,240.21163,0
495,01:45.1,0.002241,-0.180526,195.00699,0
496,01:45.2,-0.156716,-0.215801,139.98057,0
497,01:45.3,-0.092036,0.059527,62.691458,0
498,01:45.4,0.046723,0.271788,-17.533185,0
499,01:45.5,-0.009384,0.083278,-108.63913,0
500,01:45.6,0.004875,-0.139064,-175.65396,0
501,01:45.7,-0.003288,-0.204606,-228.03846,0
502,01:45.8,-0.112313,-0.156559,-247.42177,0
503,01:45.9,-0.00071,0.133789,-208.37393,0
504,01:46.0,0.076742,0.256359,-158.98754,0
505,01:46.1,-0.025268,-0.020899,-87.552916,0
506,01:46.2,-0.009282,-0.151008,-9.406091,0
507,01:51.7,-0.00283,0.044,6.202818,0
508,01:51.8,-0.061811,0.040924,55.273301,0
509,01:51.9,0.032728,-0.061903,101.25924,0
510,01:52.0,0.057342,0.015821,108.51921,0
511,01:52.1,-0.030328,0.01757,113.05834,0
512,01:52.2,0.006139,-0.001447,102.33713,0
513,01:52.3,-0.036061,0.042558,82.594881,0
514,01:52.4,-0.066136,-0.043113,51.680094,0
515,01:52.5,0.029129,-0.0503,10.096313,0
516,01:52.6,0.006491,0.009078,-32.663349,0
517,01:52.7,0.029345,-0.059383,-86.687575,0
518,01:52.8,0.044694,-0.017455,-105.26062,0
519,01:52.9,-0.026933,0.039073,-109.76852,0
520,01:53.0,-0.010993,-0.003161,-107.50533,0
521,02:01.3,0.043228,-0.244347,196.64957,0
522,02:01.4,-0.056658,-0.127942,251.66169,0
523,02:01.5,-0.026095,0.103756,258.91474,0
524,02:01.6,0.157612,0.314745,227.17729,0
