,TimeStamp,AI0_Vibration,AI1_Vibration,AI2_Current,Equipment_state
45,51:20.8,0.074194182,-0.12804327,85.83069900000001,1
46,51:20.9,0.092991723,-0.1683661,79.870234,1
47,51:21.0,0.091578872,-0.14827413,94.17535,1
48,51:21.1,0.062107683,-0.16543795,67.949303,1
49,51:21.2,0.066324161,-0.15020694,44.107442000000006,1
50,51:21.3,0.041444737,-0.14007994,95.367443,1
51,51:21.4,0.07252746,-0.13643421,132.32233,1
52,51:21.5,0.094316271,-0.13323987,181.19814,1
53,51:21.6,0.10750656,-0.15582019,57.220466,1
54,51:23.6,0.018761856,-0.1593849,164.50884,1
55,51:23.7,0.11277164,-0.14023039,45.299535000000006,1
56,51:23.8,0.0961596,-0.14276504,11.92093,1
57,51:23.9,0.1176835,-0.13832073,78.67814000000001,1
58,51:24.0,0.010328902,-0.13299682,153.78,1
59,51:24.1,0.037371753,-0.11535847,94.17535,1
60,51:24.2,0.011112592,-0.12424709,-63.180931,1
61,51:24.3,-0.051847581,-0.14057761,165.70093,1
62,51:24.4,0.096501775,-0.13626061,133.51442,1
63,51:24.5,0.089338179,-0.13180473,125.16977,1
64,51:24.6,0.076092701,-0.10680549,17.881396,1
65,51:24.7,0.033353958,-0.070556606,82.25442,1
66,51:24.8,0.04568329,-0.070845949,100.13582,1
67,51:24.9,-0.90681008,0.32970889,-97.751629,1
68,51:25.0,-0.81761283,0.27299766,-32.186512,1
69,51:25.1,-0.67382212,-0.16860915,-88.214885,1
70,51:25.2,0.039126779,-0.54696559,8.344651299999999,1
71,51:25.3,0.60786554,-0.65786497,-149.01163,1
72,51:25.4,0.90028154,-0.30307262,-4.7683722,1
73,51:25.5,0.77455988,0.12670586,-78.67814,1
74,51:25.6,0.36752633,0.33792623,-57.220466,1
75,51:25.7,-0.037376896,0.31792684,-119.2093,1
76,51:25.8,-0.49312069,0.33882898,-14.305116,1
77,51:25.9,-0.78852796,0.30414254,-97.751629,1
78,51:26.0,-0.8093344,0.13280521,-163.31675,1
79,51:26.1,-0.46426762,-0.35951764,-89.406978,1
80,51:26.2,0.18571007,-0.67001737,-108.48047,1
81,51:26.3,0.87640657,-0.43525606,-110.86465,1
82,51:26.4,1.0029671,0.14065219,-127.55396,1
83,51:26.5,0.56532548,0.37315663,-83.446513,1
84,51:26.6,0.014733023,0.32789181,-139.47489,1
85,51:26.7,-0.50401509,0.40272748,-144.24326,1
86,51:26.8,-0.79093423,0.31933883,-115.63302,1
87,51:26.9,-0.86031846,-0.26631449,-165.70093,1
88,51:27.0,-0.089288132,-0.63668506,-76.293954,1
89,51:27.1,0.98647649,-0.46380842,-94.17535,1
90,51:27.2,1.1848827,-0.10034736,-141.85907,1
91,51:27.3,0.59527129,-0.38463261,128.74605,1
92,51:27.4,0.275978,-0.22223019,38.146977,1
93,51:27.5,0.26995131,-0.12489522,83.44651300000001,1
94,51:27.6,0.27341721,-0.19892072,26.226047,1
95,51:27.7,0.27747916,-0.08447979,92.983257,1
96,51:27.8,0.088300617,-0.057385714,67.949303,1
97,51:27.9,0.069878364,-0.012606996,120.4014,1
98,51:28.0,0.080187761,-0.003232284,28.610233,1
99,51:28.1,0.054745405,0.021558622,91.791164,1
100,51:28.2,0.023375698,0.022577109,67.949303,1
101,51:31.7,0.049347873,0.087089018,133.51442,1
102,51:31.8,0.033950004,0.19192376,118.01721,1
103,51:31.9,0.060694832,-0.046101338,73.909768,1
104,51:32.0,0.061721357,-0.055360313,52.452094,1
105,51:32.1,0.07809056,-0.055915852,53.644187,1
106,51:32.2,0.031091189,-0.052327999,101.32791,1
107,51:32.3,0.10139156,-0.10148158,208.61628,1
108,51:32.4,0.012249496,-0.065938692,94.17535,1
109,51:32.5,0.047063028,-0.075683764,58.412559,1
110,51:32.6,0.031278833,-0.064445683,-94.17535,1
111,51:32.7,0.029567959,-0.094213287,118.01721,1
112,51:32.8,0.017028906,-0.12141153,56.028373,1
113,51:32.9,0.11274956,-0.077952213,71.525582,1
114,51:33.0,0.050341284,-0.10909709,106.09628,1
115,51:33.1,-0.003932063,-0.1132752,-19.073489,1
116,51:33.2,0.019611774,-0.12101802,112.05675,1
117,51:33.3,0.042228428,-0.081667376,10.728837,1
118,51:33.4,0.021410952,-0.11598345,258.68419,1
119,51:33.5,0.047537657,-0.072825055,25.033954,1
120,51:33.6,0.055904384,-0.078577193,94.17535,1
121,51:33.7,0.034987567,-0.090555992,138.28279,1
122,51:33.8,0.012547519,-0.10908552,-5.9604652,1
123,51:33.9,0.010902872,-0.12858723,73.909768,1
124,51:34.0,0.008562838,-0.13076309,23.841861,1
125,51:34.1,-0.006724652,-0.081204428,64.373024,1
126,51:34.2,0.038409315,-0.089884717,5.9604652,1
127,51:34.3,-0.008071275,-0.11135397,66.75721,1
128,51:34.4,0.025550164,-0.10251164,66.75721,1
129,51:34.5,0.015770585,-0.11285855,154.97209,1
130,51:34.6,0.008165473,-0.13284636,19.073489,1
131,51:34.7,0.069061559,-0.14255671,35.762791,1
132,51:40.0,0.14524513,-0.13643421,-40.531163,1
133,51:40.1,-0.036449712,-0.0771652,65.565117,1
134,51:40.2,0.006156576,-0.11053223,85.83069900000001,1
135,51:40.3,-0.3958768,0.10553753,-129.93814,1
136,51:40.4,-0.537482,0.16562827,-259.87628,1
137,51:40.5,-1.0435476,0.12384715,-26.226047,1
138,51:40.6,-0.9547256,-0.098310384,-33.378605,1
139,51:40.7,-0.29186668,-0.45667901,-70.333489,1
140,51:40.8,0.60917905,-0.54426892,-168.08512,1
141,51:40.9,1.214663,-0.29509832,-203.84791,1
142,51:41.0,1.1296932,0.074068584,-138.28279,1
143,51:41.1,0.51275197,0.36157133,-230.07396,1
144,51:41.2,-0.083393895,0.34958096,-180.00605,1
145,51:41.3,-0.51964476,0.27803223,-138.28279,1
146,51:41.4,-0.88631271,0.23328823,-216.96093,1
147,51:41.5,-1.1061545,0.098130345,-125.16977,1
148,51:41.6,-0.51882795,-0.29932273,-197.88744,1
149,51:41.7,0.55337143,-0.64508758,-157.35628,1
150,51:48.1,1.2754045,-0.41103227,-158.54837,1
151,51:48.2,1.0632451,0.14878851,-151.39582,1
152,51:48.3,0.18182473,0.41165081,-115.63302,1
153,51:56.7,-0.56095961,0.29034667,-267.02884,1
154,51:56.8,-1.1479882,0.2396885,-147.81954,1
155,51:56.9,-1.093472,-0.00950524,-200.27163,1
156,51:57.0,-0.59016589,-0.1065393,-53.644187,1
157,51:57.1,-0.11512785,0.059115339,-2.3841861,1
158,51:57.2,-0.1798872,0.02812092,9.5367443,1
159,51:57.3,-0.26812416,0.14086052,-26.226047,1
160,51:57.4,-0.28524394,0.18681975,26.226047,1
161,51:57.5,-0.20783516,0.20820799,104.90419,1
162,51:57.6,-0.29374313,0.19865967,-22.649768,1
163,51:57.7,-0.31084083,0.21566146,9.5367443,1
164,51:57.8,-0.24599318,0.27954839,-17.881396,1
165,51:57.9,-0.23616945,0.28683983,-15.497209,1
166,51:58.0,-0.20955707,0.31017245,-2.3841861,1
167,51:58.1,-0.22049563,0.33098199,-13.113023,1
168,51:58.2,0.020936322,-0.034284571,-14.305116,1
169,51:58.3,0.049977033,-0.071100571,65.565117,1
170,51:58.4,-0.000620694,-0.067917798,53.644187,1
171,51:58.5,0.076048549,-0.063438769,135.89861,1
172,51:58.6,0.032901404,-0.097141438,29.802326,1
173,51:58.7,-0.004726792,-0.067142359,-28.610233,1
174,51:58.8,0.030351649,-0.13885312,-20.265582,1
175,51:58.9,-0.00452811,-0.069538119,60.796745,1
176,51:59.0,0.031035999,-0.067119212,23.841861,1
177,51:59.1,-0.021979027,-0.077223068,-3.5762791,1
178,51:59.2,-0.054662245,-0.11870328,-3.5762791,1
179,51:59.3,0.037713928,-0.1046875,88.21488500000001,1
180,51:59.4,0.073918235,-0.10810175,3.5762791000000003,1
181,51:59.5,0.046168958,-0.13270748,79.870234,1
182,51:59.6,0.026444233,-0.12145782,54.83628,1
183,51:59.7,0.30700554,-0.086655649,-41.723256,1
184,51:59.8,0.038056103,0.2794558,-17.881396,1
185,51:59.9,1.5223885,-0.70039838,-245.57117,1
186,52:00.0,1.5525772,-0.47321786,-326.63349,1
187,52:00.1,1.18613,0.071406629,-196.69535,1
188,52:00.2,0.092815117,0.48463469,-166.89303,1
189,52:00.3,-0.67898786,0.34026412,-306.36791,1
190,52:00.4,-0.99851295,0.18612533,-176.42977,1
191,52:00.5,-1.0720695,0.16835967,-221.7293,1
192,52:00.6,-0.56020903,-0.025557987,-263.45256,1
193,52:00.7,-0.52779073,-0.028937513,51.260001,1
194,52:00.8,-0.17202822,0.29181653,-129.93814,1
195,52:00.9,-0.12992967,0.31642226,-63.180931,1
196,52:01.0,-0.34951763,0.38162859,-8.3446513,1
197,52:01.1,0.44060826,-0.22576018,-236.03442,1
198,52:01.2,0.75217502,-0.66704293,-209.80837,1
199,52:01.3,1.0047663,-0.2510256,-269.41303,1
200,52:01.4,0.57656206,0.19039603,-399.35117,1
201,52:01.5,0.087174751,0.37532091,-247.95535,1
202,52:01.6,-0.32913063,0.34562275,-150.20372,1
203,52:04.4,-0.53801182,0.2297814,-240.80279,1
204,52:04.5,-0.68500351,0.26120404,-258.68419,1
205,52:04.6,-0.70739941,0.02030866,-338.55442,1
206,52:04.7,0.008375194,-0.42033754,-251.53163,1
207,52:04.8,0.75119265,-0.50135357,-232.45814,1
208,52:04.9,0.9826353,-0.26276135,-212.19256,1
209,52:05.0,0.49222147,0.20107857,-349.28326,1
210,52:05.1,-0.058370979,0.39025101,-342.1307,1
211,52:05.2,-0.46125427,0.38262393,-319.48093,1
212,52:05.3,-0.63887614,0.42199772,-195.50326,1
213,52:05.4,-0.55512056,0.102864,-294.44698,1
214,52:05.5,-0.34961697,0.058976455,-11.92093,1
215,52:05.6,0.084006874,0.19921521,65.565117,1
216,52:05.7,0.10290376,0.16300104,-56.028373,1
217,52:05.8,-0.066616289,0.19938881,45.299535000000006,1
218,52:05.9,-0.16957781,0.21389068,-66.75721,1
219,52:06.0,-0.21056152,0.25717639,-15.497209,1
220,52:06.1,-0.1999541,0.24136669,33.378605,1
221,52:06.2,-0.20979991,0.23860057,-21.457675,1
222,52:06.3,-0.24953634,0.24353097,-57.220466,1
223,52:06.4,-0.15730366,0.23765153,29.802326,1
224,52:06.5,-0.16367253,0.3112488,27.41814,1
225,52:06.6,-0.20543994,0.36077275,-11.92093,1
226,52:06.7,0.15437348,-0.15094766,-7.1525582,1
227,52:06.8,0.09532072,-0.13645736,26.226047,1
228,52:06.9,0.07073932,-0.13517268,19.073489,1
229,52:07.0,0.02877323,-0.13333246,47.683722,1
230,52:07.1,0.081225324,-0.093808207,-52.452094,1
231,52:07.2,0.088973928,-0.12348322,20.265582,1
232,52:07.3,0.13917429,-0.12303185,39.33907000000001,1
233,52:07.4,0.070728282,-0.13253387,-119.2093,1
234,52:07.5,0.074326637,-0.11330992,-78.67814,1
235,52:07.6,0.07405069,-0.13386485,-109.67256,1
236,52:07.7,0.088422033,-0.16144502,109.67256,1
237,52:07.8,0.0552973,-0.11769636,-94.17535,1
238,52:07.9,0.091325001,-0.12243001,28.610233,1
239,52:08.0,0.052493674,-0.15129487,-71.525582,1
240,52:08.1,0.085508028,-0.12258047,95.367443,1
241,52:08.2,0.076898467,-0.13094827,-71.525582,1
242,52:08.3,0.094570143,-0.14034613,35.762791,1
243,52:12.6,0.084547731,-0.17960418,104.90419,1
244,52:12.7,0.037989875,-0.17730101,116.82512,1
245,52:12.8,0.052449522,-0.1507509,47.683722,1
246,52:12.9,0.096104411,-0.14771859,15.497209,1
247,52:13.0,0.10812468,-0.14512608,-168.08512,1
248,52:13.1,0.083256297,-0.15681553,-28.610233,1
249,52:13.2,0.10502303,-0.13933922,0,1
250,52:13.3,0.091578872,-0.13263803,7.1525582000000005,1
251,52:13.4,0.072626801,-0.16489399,-2.3841861,1
252,52:13.5,0.059922179,-0.15548455,22.649768,1
253,52:13.6,0.055021353,-0.17072714,84.638606,1
254,52:13.7,0.083013463,-0.1392582,61.988838,1
255,52:13.8,0.099559273,-0.16298432,-126.36186,1
256,52:13.9,0.1418565,-0.14249884,120.4014,1
257,52:14.0,0.16477118,-0.14328586,38.146977,1
258,52:14.1,0.077615931,-0.11864541,-11.92093,1
259,52:14.2,-0.011945578,-0.088218101,4.7683722,1
260,52:14.3,0.65825354,-0.7512533,-79.870234,1
261,52:14.4,0.74485689,-0.45572997,-185.96651,1
262,52:14.5,0.70486659,-0.014377775,-98.943722,1
263,52:14.6,0.28476417,0.38180219,-70.333489,1
264,52:14.7,-0.19848606,0.43896479,-120.4014,1
265,52:14.8,-0.35238748,0.29983712,-185.96651,1
266,52:14.9,-0.59300263,0.27615729,-107.28837,1
267,52:15.0,-0.72322776,0.19169229,-94.17535,1
268,52:21.0,-0.43752279,-0.039955694,-33.378605,1
269,52:21.1,0.026874711,-0.52731342,-50.067908,1
270,52:21.2,0.54211278,-0.71433314,-175.23768,1
271,52:21.3,0.78196631,-0.25027331,-140.66698,1
272,52:21.4,0.52067718,0.28664308,-114.44093,1
273,52:21.5,0.14722092,0.41908114,-168.08512,1
274,52:21.6,-0.21849777,0.30170049,-59.604652,1
275,52:21.7,-0.56633507,0.28952493,-128.74605,1
276,52:29.3,-0.75195941,0.25165573,-209.80837,1
277,52:29.4,-0.64600662,-0.33873124,-249.14744,1
278,52:29.5,0.004522967,-0.74273505,-221.7293,1
279,52:29.6,0.67336443,-0.3104798,-58.412559,1
280,52:38.2,0.9721493,0.17281555,-107.28837,1
281,52:38.3,0.66219407,0.17252621,-104.90419,1
282,52:38.4,0.023232205,0.070376568,-3.5762791,1
283,52:38.5,0.21169328,-0.069133039,-58.412559,1
284,52:38.6,0.12444973,0.030655565,-107.28837,1
285,52:38.7,0.087395509,0.10703054,47.683722,1
286,52:38.8,0.11428383,0.098743753,-59.604652,1
287,52:38.9,-0.11046986,0.17758393,9.5367443,1
288,52:39.0,-0.026283808,0.14789734,-14.305116,1
289,52:39.1,-0.073978567,0.2081154,-35.762791,1
290,52:39.2,-0.084122396,0.23674878,26.226047,1
291,52:39.3,-0.10777661,0.24605405,-30.994419,1
292,52:39.4,-0.094564248,0.23074202,-5.9604652,1
293,52:39.5,0.099228136,-0.17311133,-11.92093,1
294,52:39.6,0.043817886,-0.16101679,102.52,1
295,52:39.7,0.11422864,-0.13041588,42.915349000000006,1
296,52:39.8,0.039789053,-0.15354017,44.107442000000006,1
297,52:39.9,0.066467653,-0.15468597,-61.988838,1
298,52:40.0,0.079381995,-0.14164239,41.723256000000006,1
299,52:40.1,0.11023292,-0.15038054,-85.830699,1
300,52:40.2,0.12435039,-0.19228898,52.452094,1
301,52:40.3,0.091788592,-0.14764915,-25.033954,1
302,52:40.4,0.079646904,-0.16171122,34.570698,1
303,52:40.5,0.033585754,-0.15734792,60.796745,1
304,52:40.6,0.053211137,-0.16878276,-23.841861,1
305,52:40.7,0.097439996,-0.15297306,33.378605,1
306,52:40.8,0.088300617,-0.18746274,120.4014,1
307,52:40.9,0.089614126,-0.17785655,-33.378605,1
308,52:41.0,0.053189061,-0.15369063,40.53116300000001,1
309,52:41.1,0.078763872,-0.1548943,20.265582,1
310,52:41.2,0.05661081,-0.16859758,-10.728837,1
311,52:41.3,0.073719553,-0.15893352,56.028373,1
312,52:41.4,0.056688075,-0.13642264,151.39582,1
313,52:41.5,0.047405203,-0.16635228,-1.192093,1
314,52:41.6,0.05030817,-0.16121355,-54.83628,1
315,52:41.7,0.057328273,-0.18203467,95.367443,1
316,52:41.8,0.059988407,-0.19440697,-25.033954,1
317,52:41.9,0.02546186,-0.18518272,-66.75721,1
318,52:42.0,0.006719509,-0.12889972,21.457675,1
319,52:42.1,0.04242711,-0.076181434,41.723256000000006,1
320,52:42.2,0.1782926,-0.13204777,32.186512,1
321,52:42.3,-0.28763917,0.09194998,-60.796745,1
322,52:42.4,-0.48794391,0.22085806,-98.943722,1
323,52:42.5,-0.96386498,0.1775492,-123.97768,1
324,52:42.6,-0.99543337,-0.0439602,-46.491628,1
325,52:42.7,-0.2890741,-0.58445287,-96.559536,1
326,52:42.8,0.49622823,-0.70132428,-69.141396,1
327,52:42.9,1.0064882,-0.28811937,-22.649768,1
328,52:43.0,0.91458666,0.13657824,-33.378605,1
329,52:43.1,0.48363399,0.40670884,-84.638606,1
330,52:45.7,0.05099252,0.30350599,-121.59349,1
331,52:45.8,-0.37009227,0.22240894,-60.796745,1
332,52:45.9,-0.94285986,0.23284843,-187.15861,1
333,52:46.0,-1.1426237,0.032449491,50.067908,1
334,52:46.1,-0.70564438,-0.38987551,-69.141396,1
335,52:46.2,0.28981953,-0.67905645,-121.59349,1
336,52:46.3,1.1314041,-0.32013228,-102.52,1
337,52:46.4,1.125852,0.14355719,25.033954,1
338,52:46.5,0.46330218,0.41129203,-109.67256,1
339,52:46.6,-0.22116894,0.31135297,-35.762791,1
340,52:46.7,-1.0267589,0.23571871,-82.25442,1
341,52:46.8,-1.3702583,0.17536177,-38.146977,1
342,52:46.9,-0.37811682,-0.11337937,-60.796745,1
343,52:47.0,-0.028667994,0.11418309,-51.260001,1
344,52:47.1,0.033188389,0.031674052,-33.378605,1
345,52:47.2,-0.055313481,0.043907473,0,1
346,52:47.3,-0.14841815,0.11519001,-33.378605,1
347,52:47.4,-0.14532754,0.16518847,-23.841861,1
348,52:47.5,-0.1112094,0.18936597,61.988838,1
349,52:47.6,-0.18424717,0.23619324,2.3841861,1
350,52:47.7,-0.18753647,0.23327666,4.7683722,1
351,52:47.8,-0.18690731,0.2617943,72.717675,1
352,52:47.9,-0.21126795,0.24416753,157.35628000000003,1
353,52:48.0,-0.23867505,0.27229167,-13.113023,1
354,52:48.1,0.063829596,-0.068716385,10.728837,1
355,52:48.2,0.04920438,-0.14322799,71.525582,1
356,52:48.3,0.032172903,-0.096528031,8.344651299999999,1
357,52:48.4,0.055473906,-0.13626061,112.05675,1
358,52:48.5,0.098002929,-0.12149254,88.21488500000001,1
359,52:48.6,0.075132404,-0.10890034,19.073489,1
360,52:48.7,0.080066344,-0.095567413,-1.192093,1
361,52:48.8,0.046864346,-0.12818215,45.299535000000006,1
362,52:48.9,0.059580005,-0.14729036,78.67814000000001,1
363,52:49.0,0.058023661,-0.10798601,4.7683722,1
364,52:49.1,0.086920879,-0.11391176,64.373024,1
365,52:49.2,-0.011537175,-0.099433035,29.802326,1
366,52:49.3,-0.01755283,-0.095856756,87.022792,1
367,52:49.4,0.021168118,-0.12003425,123.97768,1
368,52:49.5,0.024755435,-0.12576324,-3.5762791,1
369,52:49.6,0.028166146,-0.096354425,17.881396,1
370,52:49.7,0.0120177,-0.062339266,2.3841861,1
371,52:49.8,-0.10889144,-0.1277655,90.599071,1
372,52:53.8,-0.18935772,-0.17257894,46.491628000000006,1
373,52:53.9,-0.096606259,0.0969614,137.0907,1
374,52:54.0,1.1976205,-0.57166391,137.0907,1
375,52:54.1,1.7322521,-0.38215584,184.77442,1
376,52:54.2,1.7014895,-0.050383614,67.949303,1
377,52:54.3,0.63208269,0.37061041,91.791164,1
378,52:54.4,-0.29920689,0.32041519,102.52,1
379,52:54.5,-1.140957,0.12966873,79.870234,1
380,52:54.6,-1.2157167,0.26427108,128.74605,1
381,52:54.7,-1.0898847,0.12224998,79.870234,1
382,52:54.8,-0.028789411,-0.19154826,-116.82512,1
383,52:54.9,-0.042388102,0.079299905,52.452094,1
384,52:55.0,-0.37124021,-0.13426993,141.85907,1
385,52:55.1,0.12527758,-0.33771276,92.983257,1
386,52:55.2,1.0739298,-0.56628213,8.344651299999999,1
387,52:55.3,1.1273863,-0.19621247,70.333489,1
388,52:55.4,0.72017615,0.19315058,115.63302,1
389,52:55.5,0.093808528,0.42053943,157.35628000000003,1
390,52:55.6,-0.4873589,0.25747731,119.2093,1
391,52:55.7,-0.94513367,0.16392694,78.67814000000001,1
392,52:55.8,-0.93209791,0.26225725,112.05675,1
393,52:55.9,-0.71619662,-0.036460431,141.85907,1
394,52:56.0,-0.036813963,-0.60066765,103.71209,1
395,52:56.1,0.87371332,-0.59676731,122.78558,1
396,52:56.2,0.87611958,-0.095521118,47.683722,1
397,52:56.3,0.44824649,0.36779799,156.16419,1
398,52:56.4,-0.12838437,0.29427016,137.0907,1
399,52:56.5,-0.69726662,0.27921275,125.16977,1
400,53:01.9,-0.82649834,0.21663365,118.01721,1
401,53:02.0,-0.1667521,-0.25984478,34.570698,1
402,53:02.1,0.081986939,-0.12645767,75.101861,1
403,53:02.2,0.18235455,-0.13033486,-32.186512,1
404,53:02.3,-0.050103593,-0.12848307,138.28279,1
405,53:02.4,0.001421317,-0.029620363,56.028373,1
406,53:02.5,0.13161333,-0.059191214,-14.305116,1
407,53:02.6,-0.085998839,-0.054469137,87.022792,1
408,53:02.7,-0.089045299,-0.011507493,38.146977,1
409,53:02.8,-0.038944277,-0.02724775,-15.497209,1
410,53:02.9,-0.027453825,0.002311527,30.994419,1
411,53:03.0,-0.13069129,0.038236351,67.949303,1
412,53:03.1,-0.10844992,0.052321566,-17.881396,1
413,53:03.2,-0.016736026,-0.021727087,60.796745,1
414,53:03.3,-0.026868816,-0.000986982,78.67814000000001,1
415,53:11.8,-0.043072451,0.002010611,109.67256,1
416,53:11.9,-0.002662705,0.019035551,23.841861,1
417,53:12.0,0.019026766,0.011570502,-10.728837,1
418,53:12.1,0.020770754,0.032183296,77.486047,1
419,53:12.2,0.028949836,0.019892006,108.48047,1
420,53:12.3,0.048619371,0.010123788,-3.5762791,1
421,53:12.4,-0.036074424,-0.006229877,-34.570698,1
422,53:12.5,-0.028127137,0.016963855,34.570698,1
423,53:12.6,-0.011537175,0.042229284,42.915349000000006,1
424,53:12.7,-0.016128941,0.01209132,70.333489,1
425,53:12.8,-0.027553166,0.029278292,139.47489000000002,1
426,53:12.9,0.031632046,0.0671475,47.683722,1
427,53:13.0,-0.047940165,0.031535167,42.915349000000006,1
428,53:13.1,-0.10146293,0.039034937,96.559536,1
429,53:13.2,-0.10050264,0.060411596,63.180931,1
430,53:13.3,-0.089332284,0.036824357,47.683722,1
431,53:13.4,-0.064761922,0.032842998,66.75721,1
432,53:13.5,-0.089376436,-0.086979713,109.67256,1
433,53:13.6,-0.056450384,0.098130345,146.62744,1
434,53:13.7,-0.18893828,0.078235123,21.457675,1
435,53:13.8,-0.1520717,0.13398573,154.97209,1
436,53:13.9,-0.17575903,0.13112702,103.71209,1
437,53:14.0,-0.084917125,0.13077981,15.497209,1
438,53:14.1,-0.12433346,0.091741653,149.01163,1
439,53:14.2,-0.086407241,0.14264287,109.67256,1
440,53:14.3,-0.093405269,0.13130062,52.452094,1
441,53:14.4,-0.083713994,0.13947167,88.21488500000001,1
442,53:14.5,-0.12021632,0.10153302,71.525582,1
443,53:14.6,-0.093614989,0.10873187,94.17535,1
444,53:14.7,-0.055622542,0.089496351,97.751629,1
445,53:14.8,-0.069541332,0.17106792,143.05116,1
446,53:14.9,0.022095301,0.19453942,-41.723256,1
447,53:15.0,-0.01208907,-0.031877238,284.91024,1
448,53:15.1,0.24429924,-0.35367292,226.49768,1
449,53:15.2,0.73759396,-0.5940822,263.45256,1
450,53:15.3,1.1404441,-0.45469991,189.54279,1
451,53:15.4,0.76366547,-0.027872731,382.66187,1
452,53:15.5,0.26580106,0.29221004,330.20977,1
453,53:15.6,-0.20956811,0.37389734,259.87628,1
454,53:15.7,-0.49886039,0.32943112,277.75768,1
455,53:15.8,-0.7178523,0.21701559,287.29442,1
456,53:15.9,-0.60400742,0.21536054,251.53163,1
457,53:16.0,-0.37771946,0.045145861,385.04605,1
458,53:16.1,0.15031153,-0.46829903,362.3962800000001,1
459,53:16.2,0.66510808,-0.65263365,319.48092999999994,1
460,53:16.3,0.85930886,-0.349761,385.04605,1
461,53:16.4,0.55706913,0.22486257,321.86512,1
462,53:16.5,0.070198463,0.42498374,331.40186,1
463,53:16.6,-0.25465793,0.37279784,334.97814,1
464,53:16.7,-0.59642438,0.37741575,334.97814,1
465,53:18.4,-0.67080878,0.1929654,429.15349,1
466,53:18.5,-0.31407494,-0.36077918,338.55442,1
467,53:18.6,0.30293255,-0.66757532,317.09675,1
468,53:18.7,0.61133144,-0.3145306,325.4414,1
469,53:18.8,0.11217559,0.01439449,175.23767999999998,1
470,53:18.9,-0.18146562,0.026049225,160.93256,1
471,53:19.0,-0.20489908,-0.13146909,97.751629,1
472,53:19.1,-0.047973278,-0.11031233,227.68977,1
473,53:19.2,0.01590304,-0.12458273,193.11907,1
474,53:19.3,0.067405875,-0.13688559,213.38465,1
475,53:19.4,-0.01492581,-0.16565785,165.70093,1
476,53:19.5,-0.085546285,-0.24234531,228.88186,1
477,53:19.6,0.071622352,-0.19208065,234.84233,1
478,53:19.7,0.09358777,-0.20371224,30.994419,1
479,53:19.8,-0.039838347,-0.25909249,182.39023,1
480,53:19.9,-0.013380504,0.081394748,257.4921,1
481,53:20.0,-0.035544605,0.049023057,262.26047,1
482,53:20.1,-0.043204906,0.052159534,123.97768,1
483,53:20.2,0.026907825,0.067529433,147.81954,1
484,53:20.3,0.00902643,0.083165527,150.20372,1
485,53:20.4,0.004765801,0.051245211,162.12464999999997,1
